caseid,centre,bvisaL_cluster_connected_triangles,bvisaL_triangl_per_clust,bvisaL_srf_are_per_clust,bvisaL_total_srf_area,bvisaL_is_self_intersecting,bvisaL_is_watertight,bvisaL_is_edge_manifold,bvisaL_is_vertex_manifold,bvisaL_total_volume,bvisaL_holes_filled_volume,bvisaR_cluster_connected_triangles,bvisaR_triangl_per_clust,bvisaR_srf_are_per_clust,bvisaR_total_srf_area,bvisaR_is_self_intersecting,bvisaR_is_watertight,bvisaR_is_edge_manifold,bvisaR_is_vertex_manifold,bvisaR_total_volume,bvisaR_holes_filled_volume,LCS_lebel2inters,RCS_lebel2inters
sub-via028,DRCMR,5154,[5154],[3719.35235113],3719.352351129172,False,True,True,True,1375.9212628911127,1375.9212628911064,4704,[4704],[3519.60647854],3519.606478542757,False,True,True,True,1268.3118148347908,1268.3118148347958,"{3: 310, 24: 1611, 165: 85, 258: 3}","{24: 1422, 42: 324, 165: 103, 258: 17}"
sub-via072,DRCMR,4786,[4786],[3532.24847089],3532.2484708913607,True,False,True,True,-1.0,-1.0,4598,[4598],[3502.04207697],3502.042076969727,False,True,True,True,1290.546696451037,1290.546696451036,"{3: 437, 24: 1368, 165: 57, 258: 2}","{24: 1397, 42: 367, 165: 117, 258: 1}"
sub-via127,DRCMR,3784,[3784],[2749.47148399],2749.471483989299,False,True,True,True,982.6670468408915,982.6670468408929,3148,[3148],[2327.46778254],2327.4677825386934,False,True,True,True,845.6343003585393,845.6343003585384,"{3: 352, 24: 1053, 165: 61}","{24: 950, 42: 303, 165: 33}"
sub-via135,DRCMR,2972,[2972],[1988.37625174],1988.3762517375596,False,True,True,True,808.4343310930399,808.4343310930435,2188,[2188],[1485.27226904],1485.2722690396472,False,True,True,True,529.2031927028015,529.2031927028022,"{2: 11, 3: 995, 24: 910, 165: 15}","{24: 1297, 41: 6, 42: 818, 77: 1, 165: 37, 258: 3}"
sub-via281,DRCMR,4362,[4362],[3314.93085257],3314.9308525664983,False,True,True,True,1200.842169694427,1200.8421696944251,4788,[4788],[3634.7788544],3634.778854398051,False,True,True,True,1329.3628578736073,1329.3628578736082,"{3: 670, 24: 1060, 165: 16}","{24: 1352, 42: 571, 165: 14, 258: 6}"
sub-via308,DRCMR,4998,[4998],[3704.83363435],3704.833634349899,False,True,True,True,1314.382542322093,1314.382542322096,4540,[4540],[3274.2249198],3274.2249197966835,False,True,True,True,1202.8546192451377,1202.8546192451377,"{3: 618, 24: 1231, 77: 15, 165: 66}","{24: 1172, 42: 499, 165: 83, 258: 7}"
sub-via277,DRCMR,4382,[4382],[3382.89084852],3382.8908485237694,False,True,True,True,1199.8526147027078,1199.8526147027042,4596,[4596],[3574.2276793],3574.2276792997854,False,True,True,True,1299.1682744298346,1299.1682744298273,"{3: 1069, 24: 666, 165: 17, 258: 1}","{24: 1112, 42: 737, 165: 33}"
sub-via265,DRCMR,4512,[4512],[3359.40441576],3359.4044157590306,False,True,True,True,1221.667200879706,1221.6672008797018,4468,[4468],[3312.87884668],3312.8788466803967,False,True,True,True,1192.0180480663664,1192.018048066373,"{3: 641, 24: 1091, 165: 59}","{24: 1120, 42: 542, 165: 93}"
sub-via183,DRCMR,4044,[4044],[3043.95078106],3043.9507810570026,False,True,True,True,1096.8492109378562,1096.8492109378494,4348,[4348],[3202.62845435],3202.628454348307,False,True,True,True,1172.2335935604706,1172.2335935604742,"{2: 2, 3: 341, 24: 1132, 165: 125, 258: 4}","{24: 1261, 42: 395, 165: 78}"
sub-via215,DRCMR,4406,[4406],[3265.37748469],3265.3774846920073,False,True,True,True,1208.0397266032778,1208.039726603275,4504,[4504],[3444.17392724],3444.1739272381337,False,True,True,True,1268.8098301643895,1268.8098301643859,"{3: 533, 24: 1187, 165: 56}","{24: 1339, 42: 436, 165: 73}"
sub-via418,DRCMR,5062,[5062],[3709.72024293],3709.720242930381,False,True,True,True,1363.0927007744774,1363.092700774482,5068,[5068],[3754.25616728],3754.256167284805,False,True,True,True,1355.024422740285,1355.024422740281,"{0: 5, 3: 656, 24: 1205, 165: 143}","{0: 5, 24: 1219, 42: 628, 165: 131}"
sub-via404,DRCMR,4224,[4224],[3254.67333245],3254.6733324477123,False,True,True,True,1161.5310860588352,1161.5310860588343,4208,[4208],[3133.63439798],3133.6343979809403,False,True,True,True,1130.2920446351482,1130.2920446351482,"{3: 482, 24: 1230}","{24: 1466, 42: 329, 165: 1}"
sub-via369,DRCMR,4254,[4254],[3169.68975562],3169.689755615449,False,True,True,True,1157.4643983829965,1157.4643983829978,4130,[4130],[3034.11633846],3034.1163384574475,False,True,True,True,1151.2694636789543,1151.2694636789583,"{3: 541, 24: 1148}","{24: 1166, 42: 537}"
sub-via518,DRCMR,4810,[4810],[3545.20991528],3545.209915276761,False,True,True,True,1306.826242878008,1306.8262428780045,4600,[4600],[3406.6352695],3406.635269495494,False,True,True,True,1259.7149800604184,1259.7149800604225,"{3: 644, 24: 1191, 165: 62, 258: 1}","{24: 1212, 42: 603, 165: 31}"
sub-via043,DRCMR,5074,[5074],[3773.0773209],3773.077320900495,False,True,True,True,1387.0675782852131,1387.067578285215,3470,[3470],[2717.10496719],2717.1049671904684,False,True,True,True,968.7517886932892,968.7517886932906,"{3: 630, 24: 1385, 165: 6}","{24: 1202, 42: 297, 165: 6}"
sub-via087,DRCMR,4218,[4218],[3162.93102136],3162.9310213584363,False,True,True,True,1163.5501505974044,1163.5501505974062,4060,[4060],[3078.44378322],3078.4437832201675,False,True,True,True,1135.1696773260264,1135.16967732603,"{3: 432, 24: 1185, 165: 83}","{0: 1, 24: 1123, 42: 404, 165: 151}"
sub-via365,DRCMR,4298,[4298],[3100.82947781],3100.829477813216,False,True,True,True,1120.8149009399667,1120.8149009399604,2822,[2822],[2107.95687679],2107.9568767897226,False,True,True,True,782.9251369298713,782.9251369298714,"{2: 3, 3: 939, 24: 799, 165: 37}","{24: 665, 41: 1, 42: 953, 165: 32}"
sub-via495,DRCMR,5062,[5062],[3760.8909158],3760.8909158029815,False,True,True,True,1412.047513973187,1412.047513973197,5058,[5058],[3734.21848199],3734.2184819949066,True,False,True,True,-1.0,-1.0,"{3: 775, 24: 1174, 165: 107, 258: 3}","{24: 1375, 42: 567, 165: 64, 258: 98}"
sub-via038,DRCMR,5326,[5326],[3942.76556966],3942.765569658281,False,True,True,True,1441.1436248208647,1441.1436248208656,5038,[5038],[3796.96347495],3796.963474954579,False,True,True,True,1413.1721915217363,1413.1721915217358,"{3: 606, 24: 1496, 165: 18}","{24: 1605, 42: 427, 165: 18}"
sub-via082,DRCMR,4012,[4012],[2947.78154007],2947.7815400654813,False,True,True,True,1058.2968399263082,1058.2968399263073,3502,[3502],[2617.27221126],2617.2722112606834,False,True,True,True,945.7821633908611,945.7821633908616,"{3: 971, 24: 700}","{24: 767, 42: 613, 165: 14}"
sub-via108,DRCMR,4132,[4132],[3131.31951024],3131.319510241319,False,True,True,True,1140.0452745521634,1140.0452745521607,4248,[4248],[3155.3946132],3155.3946131986986,False,True,True,True,1134.0124134963844,1134.012413496386,"{3: 630, 24: 1036}","{24: 981, 42: 684, 165: 4}"
sub-via142,DRCMR,5026,[5026],[3787.2713816],3787.2713815988254,False,True,True,True,1377.6608312086837,1377.6608312086846,4924,[4924],[3761.40284286],3761.4028428626348,False,True,True,True,1384.6744104579984,1384.6744104579998,"{3: 715, 24: 1294, 165: 5}","{24: 1471, 42: 558, 165: 4}"
sub-via169,DRCMR,4956,[4956],[3764.50931116],3764.509311160847,False,True,True,True,1337.1932335300771,1337.1932335300735,4758,[4758],[3512.71750184],3512.71750183822,False,True,True,True,1254.6285318634064,1254.6285318634061,"{3: 974, 24: 941, 165: 40}","{24: 1028, 42: 798, 165: 36, 258: 3}"
sub-via179,DRCMR,4678,[4678],[3476.05430763],3476.0543076317535,False,True,True,True,1259.9000438152489,1259.900043815248,4536,[4536],[3432.50760381],3432.507603810534,False,True,True,True,1269.9788145945286,1269.9788145945295,"{3: 523, 24: 1288, 165: 38}","{24: 1350, 42: 506}"
sub-via261,DRCMR,4506,[4506],[3420.3853686],3420.385368595746,False,True,True,True,1227.335228086552,1227.3352280865438,4180,[4180],[3172.25525494],3172.255254944763,True,False,True,True,-1.0,-1.0,"{3: 771, 24: 988, 165: 27}","{24: 815, 42: 858, 165: 7}"
sub-via334,DRCMR,4600,[4600],[3457.7695876],3457.769587600671,True,False,True,True,-1.0,-1.0,4480,[4480],[3414.12638337],3414.126383372117,False,True,True,True,1252.7811410256713,1252.7811410256718,"{3: 673, 24: 1165, 165: 23}","{24: 1166, 41: 1, 42: 643, 165: 11}"
sub-via312,DRCMR,4848,[4848],[3613.71712263],3613.7171226284922,False,True,True,True,1318.8950873665863,1318.8950873665926,5342,[5342],[3957.33708118],3957.337081183106,False,True,True,True,1444.8522196623653,1444.8522196623694,"{3: 595, 24: 1305, 165: 22}","{24: 1425, 42: 648, 165: 39}"
sub-via218,DRCMR,4450,[4450],[3294.16792103],3294.167921025513,False,True,True,True,1189.5675460630519,1189.5675460630519,4876,[4876],[3616.67093589],3616.6709358926014,False,True,True,True,1291.8982602839687,1291.8982602839706,"{3: 317, 24: 1298, 165: 118, 258: 5}","{24: 1470, 42: 341, 165: 83, 258: 1}"
sub-via374,DRCMR,4760,[4760],[3598.23623676],3598.2362367592327,False,True,True,True,1348.738108430086,1348.7381084300769,4300,[4300],[3196.46946704],3196.469467035703,False,True,True,True,1144.0476201851743,1144.047620185178,"{2: 6, 3: 987, 24: 944, 165: 30}","{24: 754, 41: 2, 42: 821, 165: 88, 258: 9}"
sub-via426,DRCMR,4272,[4272],[3235.07837558],3235.078375583203,False,True,True,True,1190.253518588509,1190.25351858851,3514,[3514],[2587.89379411],2587.8937941131744,False,True,True,True,944.9679590025585,944.9679590025612,"{2: 1, 3: 500, 24: 1258, 77: 1}","{24: 1113, 42: 288, 165: 2}"
sub-via492,DRCMR,4116,[4116],[3034.48934495],3034.489344951055,False,True,True,True,1079.8816022860365,1079.8816022860392,3874,[3874],[2920.93485241],2920.934852414451,False,True,True,True,1037.5041663506684,1037.5041663506654,"{3: 579, 24: 1007, 165: 8, 258: 5}","{24: 1083, 42: 425, 165: 10}"
sub-via122,DRCMR,4766,[4766],[3572.54814426],3572.5481442620026,False,True,True,True,1313.1540949056507,1313.1540949056507,3964,[3964],[3016.91050857],3016.9105085683623,False,True,True,True,1082.9413830949493,1082.9413830949443,"{3: 496, 24: 1403, 165: 25, 258: 2}","{24: 1218, 42: 370, 165: 12}"
sub-via121,DRCMR,4240,[4240],[3291.42756871],3291.427568710297,False,True,True,True,1205.7231461439414,1205.7231461439378,4524,[4524],[3398.27745185],3398.2774518517904,False,True,True,True,1279.9415156374484,1279.9415156374525,"{3: 679, 24: 1057, 165: 31}","{24: 1119, 42: 769, 165: 4}"
sub-via141,DRCMR,4782,[4782],[3574.70504135],3574.705041346091,False,True,True,True,1310.3934887241685,1310.393488724174,4708,[4708],[3590.30649574],3590.306495735587,False,True,True,True,1290.4934765894495,1290.4934765894486,"{3: 598, 24: 1306, 165: 7}","{24: 1391, 42: 488, 165: 8}"
sub-via347,DRCMR,4912,[4912],[3619.60017231],3619.600172308558,True,False,True,True,-1.0,-1.0,3968,[3968],[3028.52092111],3028.5209211124716,False,True,True,True,1100.802997383551,1100.8029973835482,"{2: 4, 3: 620, 24: 1279, 165: 41}","{24: 967, 42: 724, 165: 60}"
sub-via165,DRCMR,4622,[4622],[3406.77186471],3406.771864707761,False,True,True,True,1226.3289176613043,1226.3289176613098,4490,[4490],[3325.27074018],3325.270740181336,False,True,True,True,1230.283173378206,1230.283173378205,"{3: 632, 24: 1176, 165: 4}","{24: 1166, 42: 628, 165: 21}"
sub-via246,DRCMR,4422,[4422],[3290.54556211],3290.5455621137367,False,True,True,True,1203.8074650182643,1203.807465018268,4874,[4874],[3656.32825846],3656.32825846493,False,True,True,True,1368.5822984278157,1368.5822984278175,"{0: 1, 3: 421, 24: 1205, 165: 137}","{0: 2, 24: 1383, 42: 476, 165: 125}"
sub-via197,DRCMR,4208,[4208],[3138.23491091],3138.2349109125016,False,True,True,True,1149.1870762066646,1149.187076206661,4620,[4620],[3410.95005391],3410.950053914036,False,True,True,True,1258.4599631870178,1258.459963187014,"{3: 172, 24: 1507, 165: 1}","{24: 1553, 42: 258, 165: 24}"
sub-via212,DRCMR,5024,[5024],[3796.35492962],3796.3549296214214,False,True,True,True,1379.9062002521187,1379.9062002521205,5148,[5148],[3884.90679443],3884.9067944323924,False,True,True,True,1455.7826486919053,1455.7826486919057,"{3: 601, 24: 1295, 165: 116}","{24: 1576, 41: 3, 42: 478, 165: 73}"
sub-via354,DRCMR,4772,[4772],[3540.98935299],3540.9893529853402,False,True,True,True,1274.3720065161933,1274.3720065162006,4090,[4090],[3111.60549126],3111.605491261679,False,True,True,True,1133.0324449041,1133.0324449041013,"{3: 680, 24: 1141, 165: 68, 258: 1}","{24: 956, 42: 679, 165: 34}"
sub-via033,DRCMR,4506,[4506],[3401.65214321],3401.652143206761,False,True,True,True,1224.5021018016196,1224.5021018016214,4402,[4402],[3353.84992783],3353.849927832775,False,True,True,True,1226.0658535319462,1226.0658535319471,"{3: 889, 24: 1187, 165: 21}","{24: 1185, 42: 595, 165: 18}"
sub-via521,DRCMR,4882,[4882],[3732.4931078],3732.493107797018,False,True,True,True,1337.894157497095,1337.8941574971013,5394,[5394],[3918.19271141],3918.192711412866,False,True,True,True,1429.9030331860606,1429.9030331860613,"{3: 718, 24: 1220, 165: 56, 258: 10}","{24: 1300, 42: 703, 165: 71, 258: 42}"
sub-via240,DRCMR,4582,[4582],[3387.59716968],3387.5971696842585,False,True,True,True,1222.2483937139787,1222.2483937139682,3816,[3816],[2827.28098521],2827.280985210013,False,True,True,True,1001.3648788889134,1001.3648788889132,"{3: 543, 24: 1215, 165: 65, 258: 1}","{24: 1031, 42: 442, 165: 8}"
sub-via190,DRCMR,5110,[5110],[3785.26387626],3785.2638762620504,False,True,True,True,1356.1241362491692,1356.1241362491724,4768,[4768],[3562.95866749],3562.9586674895186,False,True,True,True,1300.3127429628444,1300.312742962844,"{3: 958, 24: 1045, 77: 8, 165: 25}","{24: 1039, 42: 830, 165: 21}"
sub-via030,DRCMR,4918,[4918],[3677.21112714],3677.211127138631,False,True,True,True,1335.104409762428,1335.1044097624308,4228,[4228],[3191.66969318],3191.6696931799065,False,True,True,True,1184.2741409739801,1184.2741409739783,"{3: 710, 24: 1202, 165: 34, 258: 2}","{24: 794, 42: 832, 165: 101}"
sub-via026,DRCMR,4064,[4064],[3123.58919156],3123.5891915560987,False,True,True,True,1121.0717426577767,1121.071742657773,4632,[4632],[3456.44277195],3456.442771950608,False,True,True,True,1267.805268618142,1267.80526861814,"{3: 403, 24: 1238, 165: 2}","{24: 1347, 42: 482}"
